state,beta
bdi,-0.022832732781072496
car,-0.019594549353890295
cdi,-0.03837597671223704
chad,-0.009422175328312602
col,0.005647168885722709
lbn,-0.017721288081267505
lib,0.06658806103763469
mali,-0.03398393633810851
mmr,0.1283406791583016
npl,-0.018460417185246384
sdn,-0.0016258664714110412
syr,-0.017695335101276313
tls,-0.004838738083665502
yem,-0.0310371653913483
