state,beta
bdi,-0.06031075411037665
car,-0.068206954507145
cdi,-0.06936751405577081
chad,0.029719833410430226
col,0.07025324287386757
gb,0.057947768844429204
lbn,-0.07552248742455786
lib,0.31674219434842205
mali,-0.050768238562245015
mmr,-0.01855626179428503
npl,0.04145767799510377
sdn,0.07884331032482615
sle,-0.08391237931439777
syr,0.01831620566837386
tls,0.057316983132751964
yem,-0.07044325480268981
