state,beta
bdi,2.2870370370370376
car,-3.342592592592594
cdi,10.027777777777777
chad,-7.037037037037038
col,-1.7592592592592584
gb,-6.861111111111111
lbn,8.972222222222221
lib,1.5833333333333326
mali,7.564814814814815
mmr,-1.9351851851851858
npl,-14.953703703703704
sdn,-15.657407407407415
sle,1.5833333333333335
syr,-5.101851851851853
tls,1.4074074074074063
yem,9.148148148148149
