state,beta
bdi,1.7292929292929324
car,-1.5717171717171727
cdi,-3.4333333333333367
chad,-23.930303030303037
col,10.672727272727284
gb,-21.301010101010117
lbn,1.0767676767676777
lib,-6.523232323232327
mali,33.37676767676768
mmr,8.849494949494959
npl,-29.265656565656574
sdn,-9.996969696969709
sle,-18.786868686868686
syr,3.706060606060606
tls,-22.14545454545456
yem,6.527272727272729
