state,beta
bdi,0.007290340586310484
car,7.825234311587217e-4
cdi,-0.0010070638006068736
chad,0.1105406128109431
col,-0.012191399794651983
gb,-0.014543084922821895
lbn,0.005517086300236804
lib,-0.10046472156195603
mali,-0.003908672784793755
mmr,-0.02534722514740956
npl,0.031110874842688804
sdn,0.010698578153299988
sle,0.018503510615282045
syr,-0.02281153314423496
tls,0.051750418632129896
yem,-0.006821236027172321
