state,beta
bdi,0.09851743591551936
car,0.052452604582791613
cdi,-0.248781436798908
chad,-0.04022115765780219
col,-0.2855259253328471
gb,0.2023945916406416
lbn,-0.006644205390738513
lib,0.4963648660008063
mali,-0.25691983853756833
mmr,-0.25100237982582757
npl,0.4466575274673354
sdn,0.3454582241458731
sle,0.25018373848688
syr,0.02772729750477191
tls,0.3291714055697524
yem,-0.10055777567069896
