state,beta
bdi,0.007364454061885642
car,0.006831356992918348
cdi,0.0029236707534078805
chad,0.011305707534184306
col,-0.0016982928160504055
gb,-1.0901719738008332e-4
lbn,0.0068563006109396574
lib,-0.06470117274404542
mali,0.003194029273940464
mmr,-0.002413489312041015
npl,0.009194798515824141
sdn,0.011781952384941632
sle,0.007320235311112095
syr,-0.0018944498267870395
tls,0.0107147338172789
yem,-0.0014496743366521404
