state,beta
bdi,0.10976714401397614
car,0.07219930648041908
cdi,-0.2238933386685802
chad,-0.03338007215638029
col,-0.2606323468363942
gb,0.17353313585676347
lbn,0.03125613244593065
lib,0.34737846043498327
mali,-0.17531770893620358
mmr,-0.25843466020361816
npl,0.36763445826971974
sdn,0.250857867292851
sle,0.21444497665850973
syr,0.06028187651703188
tls,0.2579563095405874
yem,-0.03995181441816867
