state,beta
bdi,-0.02289622677559137
car,-0.0074092565022767475
cdi,-0.008480959126278715
chad,-0.0038474310216041114
col,0.005664794286409449
lbn,-0.014622025617665698
lib,0.05037996337969546
mali,-0.16979756550482178
mmr,0.11913105598328223
npl,-0.01721482563811273
sdn,0.044724205546440354
sle,0.005414257120491946
syr,-0.016115512733577204
tls,-0.008200012558009782
yem,-0.0061470736067204546
