state,beta
bdi,2.2527777777777773
car,-2.550000000000001
cdi,7.900000000000001
chad,-14.213888888888889
col,-2.180555555555554
gb,-12.683333333333346
lbn,4.891666666666669
lib,-2.3916666666666666
mali,22.67777777777778
mmr,-0.06944444444444522
npl,-18.911111111111115
sdn,-10.730555555555558
sle,-4.977777777777773
syr,-1.1777777777777767
tls,-9.886111111111108
yem,8.955555555555557
