state,beta
bdi,0.05621065646170528
car,-0.016395591310372788
cdi,-0.3224718708614513
chad,0.22300010986516722
col,-0.03435293019508698
gb,0.06691964146616898
lbn,0.020501824762519005
lib,0.3976205628098364
mali,-0.12278556785196543
mmr,-0.06182678263905388
npl,0.055951344731282784
sdn,0.1481172509719353
sle,0.15011903990248907
syr,-0.004221811107125417
tls,0.11932763899049664
yem,0.09784549267525383
