state,beta
bdi,3.485185185185185
car,-1.687037037037037
cdi,5.80740740740741
chad,-16.992592592592594
col,-2.1092592592592587
gb,-15.514814814814821
lbn,3.3444444444444463
lib,-5.135185185185189
mali,28.079629629629633
mmr,0.8814814814814831
npl,-20.616666666666674
sdn,-6.577777777777781
sle,-9.498148148148148
syr,0.7759259259259264
tls,-13.368518518518515
yem,7.883333333333333
