state,beta
bdi,0.05859430787179894
car,0.0491753656399159
cdi,-0.2720847974357883
chad,0.2470971761794484
col,-0.09621490190655205
gb,0.1323337093649597
lbn,0.030130395289708754
lib,0.27257688210366754
mali,-0.08000372199009093
mmr,-0.15839652377969848
npl,0.11823588419810549
sdn,0.14699752662044857
sle,0.14098555726360296
syr,-0.01379102669689847
tls,0.13009213522020835
yem,0.08070714667347674
