state,beta
bdi,-0.019180795307395915
car,-0.009674659661911077
cdi,-0.016307637299019125
chad,-0.004252140178237293
col,-0.0018608081776386282
lbn,-0.010850408824585255
lib,0.05707744181568993
mali,-0.15028401897724786
mmr,0.13588539925843313
npl,-0.011846409088753576
sdn,0.0387412856354038
sle,0.023385133225971005
syr,-0.010460356134015653
tls,-7.330346795817342e-4
yem,-0.019961890434519788
