state,beta
bdi,0.009604942857442289
car,0.008168724489187948
cdi,0.0034015027184782173
chad,0.01677861635838928
col,-0.002938762974118965
gb,-0.0011557625326538668
lbn,0.009349628444176817
lib,-0.07811747270632134
mali,0.0030629099052982027
mmr,-0.004369444669842329
npl,0.013191290283221838
sdn,0.014435054594557423
sle,0.010187121256671181
syr,-0.0038664135849241048
tls,0.015462338804244474
yem,-0.0019620332449397405
