state,beta
bdi,0.05313361344331521
car,0.013559645694122916
cdi,-0.2264376847382083
chad,0.18412755213012005
col,-0.05403329504140985
gb,0.06854577724943688
lbn,0.03411011750516567
lib,0.26551866828694987
mali,-0.04781143002789744
mmr,-0.11127657163960318
npl,0.05357427403791671
sdn,0.102011946506756
sle,0.11370956694616415
syr,0.008789900183212669
tls,0.08890795314493126
yem,0.07859542486434913
