state,beta
bdi,-0.02835393646063208
car,-0.04697588938026921
cdi,-0.02774861026732706
chad,-0.16992154636358478
col,0.04944904000671434
gb,0.09578394257709534
lbn,-0.07227975413468665
lib,0.33152220300808394
mali,-0.035250816501560714
mmr,0.008415695035425694
npl,0.018404540465543164
sdn,0.09102312394125726
sle,-0.07583493915716823
syr,0.046015777203548415
tls,0.0032634546879254
yem,-0.10643959861286574
