dep_var,estimate,std_error,p_value,n
n_orgs,96.5919191919193,32.18846385399431,0.00767165067229448,304
n_usaid_funded,31.41919191919194,4.0073329269862805,3.2613195743765316e-7,304
n_new_orgs,25.976010101010115,8.454836802102154,0.006564638732979722,285
n_exiting_orgs,-2.0606060606060606,3.548186567998681,0.5686102056044022,285
