tag,seed,dep_var,window,estimate,std_error,p_value,n,n_states,lb,ub
82,205,density,+-3,-0.0018053879354028688,0.005510967152370254,0.7469943131838286,133,19,-0.012606883554048565,0.008996107683242828
82,205,density,+-4,-0.0036260192243213933,0.006389278581179773,0.5773739923994423,171,19,-0.016149005243433746,0.008896966794790961
82,205,density,+-5,-0.0050258813859036,0.0069786216848144,0.4806609501287856,209,19,-0.01870397988813982,0.008652217116332623
82,205,density,all,-0.018191050496267583,0.012255946353071883,0.15504007316288151,304,19,-0.04221270534828847,0.005830604355753308
83,206,density,+-2,-0.0013901753679520321,0.004041656587303831,0.7348604730024819,95,19,-0.00931182227906754,0.0065314715431634765
83,206,density,+-3,-0.00257078641809898,0.005232521194019534,0.6291446637109575,133,19,-0.012826527958377267,0.007684955122179308
83,206,density,+-4,-0.004240687123637358,0.006180007977244284,0.5013346630394433,171,19,-0.016353502759036156,0.007872128511761438
83,206,density,+-5,-0.004937393970420507,0.006809077866381983,0.47770047846016594,209,19,-0.018283186588529194,0.008408398647688178
83,206,density,all,-0.018143225088823337,0.012109183679884051,0.15138715601107602,304,19,-0.041877225101396076,0.005590774923749403
84,207,density,+-2,-0.0013806162772099127,0.004055315417467556,0.7374616289744655,95,19,-0.009329034495446321,0.006567801941026496
84,207,density,+-3,-0.0023764873137189814,0.004929417502669012,0.6355427598828018,133,19,-0.012038145618950244,0.007285170991512281
84,207,density,+-4,-0.0038879572682695264,0.005649113935010382,0.5000749072785708,171,19,-0.014960220580889874,0.007184306044350822
84,207,density,+-5,-0.00512960668788984,0.005917528134588099,0.39743309050371045,209,19,-0.016727961831682514,0.006468748455902835
84,207,density,all,-0.018156402000226664,0.011520324288319334,0.13243066029945297,304,19,-0.040736237605332556,0.004423433604879231
85,208,density,+-2,-0.001262089118255271,0.002641066298608664,0.638493879412616,95,19,-0.006438579063528252,0.00391440082701771
85,208,density,+-3,-0.0015424087092379402,0.004312338866325535,0.7247474243721329,133,19,-0.009994592887235988,0.006909775468760108
85,208,density,+-4,-0.0035428632199578872,0.004919663776784273,0.48068447748242893,171,19,-0.01318540422245506,0.006099677782539286
85,208,density,+-5,-0.00515613885606688,0.005612213332754144,0.3703819957217124,209,19,-0.016156076988265003,0.005843799276131243
85,208,density,all,-0.0180687981167995,0.011459367307482565,0.13226049069964266,304,19,-0.04052915803946533,0.004391561805866327
86,209,density,+-2,-2.279077851212964e-4,0.004230378651675955,0.9576289228673021,95,19,-0.008519449942406169,0.008063634372163574
86,209,density,+-3,-2.5458480057243595e-4,0.005359823474376586,0.9626387904830672,133,19,-0.010759838810350544,0.010250669209205674
86,209,density,+-4,-0.003132702929090168,0.00565848493856098,0.5866446258603246,171,19,-0.01422333340866969,0.007957927550489352
86,209,density,+-5,-0.005062422068708482,0.006169636372729696,0.4226433882379481,209,19,-0.017154909359258688,0.007030065221841722
86,209,density,all,-0.01285350132588412,0.008107864084362747,0.13030635413048586,304,19,-0.028744914931235106,0.003037912279466865
87,210,density,+-2,-9.238383239208495e-4,0.0032787090771889617,0.7813345904258169,95,19,-0.007350108115211215,0.005502431467369515
87,210,density,+-3,-0.001427563634406304,0.0040964020538403825,0.7315134977408381,133,19,-0.009456511659933452,0.006601384391120845
87,210,density,+-4,-0.002717570231406674,0.005338648223050424,0.6169093566865332,171,19,-0.013181320748585506,0.007746180285772158
87,210,density,+-5,-0.0036622088365229977,0.006166752125665522,0.5599934394330857,209,19,-0.015749043002827423,0.008424625329781426
87,210,density,all,-0.013998425134456441,0.009538014885478317,0.15945724134162406,304,19,-0.03269293430999394,0.004696084041081058
88,211,density,+-2,-6.557877231667302e-4,0.00441579404971749,0.8835917133997035,95,19,-0.00931074406061301,0.007999168614279552
88,211,density,+-3,-0.0016598618611559526,0.004835782412794979,0.7353899571374652,133,19,-0.011137995390234112,0.007818271667922207
88,211,density,+-4,-0.004165291838297732,0.0052622725454582716,0.4389365443984088,171,19,-0.014479346027395944,0.00614876235080048
88,211,density,+-5,-0.005584502785430021,0.0058625918531746805,0.3534276626138194,209,19,-0.017075182817652395,0.0059061772467923525
88,211,density,all,-0.016419773509530455,0.00966073386390902,0.10641383376221177,304,19,-0.03535481188279213,0.002515264863731225
89,212,density,+-2,-5.33701526832679e-4,0.0038778476532260837,0.8920620497567928,95,19,-0.008134282927155803,0.007066879873490445
89,212,density,+-3,-0.0021980131237715342,0.004474311153031658,0.6291845881011666,133,19,-0.010967662983713582,0.006571636736170515
89,212,density,+-4,-0.003956728695993098,0.0056315158996281724,0.4912896261614985,171,19,-0.014994499859264316,0.00708104246727812
89,212,density,+-5,-0.0060578459594819445,0.005874383896033098,0.31609060801679256,209,19,-0.017571638395706815,0.005455946476742928
89,212,density,all,-0.016495269380535377,0.009444595165169501,0.0977610555949029,304,19,-0.0350066759042676,0.0020161371431968445
90,213,density,+-2,2.478739432092802e-4,0.0035897349764115625,0.9457105262325485,95,19,-0.0067880066105573825,0.007283754496975942
90,213,density,+-3,-9.342172384513618e-4,0.004931629815001345,0.8518725737147615,133,19,-0.010600211675853998,0.008731777198951273
90,213,density,+-4,-0.0013433613767014855,0.005645544098202008,0.8146069048262023,171,19,-0.012408627809177421,0.00972190505577445
90,213,density,+-5,-0.002156993124037758,0.006163819344953769,0.730441800692565,209,19,-0.014238079040147145,0.009924092792071628
90,213,density,all,-0.01253930246389618,0.00960295824293192,0.20807204680537522,304,19,-0.03136110062004274,0.006282495692250381
91,214,density,+-2,2.510083163327192e-4,0.004415846440999524,0.9552967975875677,95,19,-0.008404050708026349,0.008906067340691787
91,214,density,+-3,-6.048228898366834e-4,0.005477263703620326,0.913294786561768,133,19,-0.011340259748932522,0.010130613969259156
91,214,density,+-4,-0.0035414376671064948,0.005734334544495334,0.5445838423800737,171,19,-0.014780733374317349,0.007697858040104359
91,214,density,+-5,-0.005057750612683572,0.006457618307287992,0.4436803881256902,209,19,-0.017714682494968034,0.007599181269600892
91,214,density,all,-0.015561740773785575,0.009956290618825114,0.1354613333349059,304,19,-0.0350760703866828,0.003952588839111648
92,215,density,+-2,2.094729956837468e-4,0.004228683416939483,0.9610375090875658,95,19,-0.008078746501517641,0.008497692492885133
92,215,density,+-3,-0.0016218622291080892,0.0047217807256468396,0.7352128162677749,133,19,-0.010876552451375896,0.007632827993159717
92,215,density,+-4,-0.003581984739610406,0.0057995917732640585,0.5445565826310608,171,19,-0.01494918461520796,0.0077852151359871485
92,215,density,+-5,-0.0039003092597835096,0.0062875952772781,0.5428230151171691,209,19,-0.016223996003248583,0.008423377483681565
92,215,density,all,-0.014293911984507754,0.00959101206234685,0.15344899491537137,304,19,-0.033092295626707575,0.004504471657692069
93,216,density,+-2,-7.665523546865917e-4,0.004214563422208911,0.8577080714946821,95,19,-0.009027096662216056,0.007493991952842873
93,216,density,+-3,-0.002241613119311574,0.004707630628026795,0.639684701542941,133,19,-0.011468569150244091,0.006985342911620942
93,216,density,+-4,-0.0034562028345506354,0.0057810090291935115,0.5573847773847447,171,19,-0.014786980531769918,0.007874574862668647
93,216,density,+-5,-0.003800024590347088,0.006263448637887995,0.5516272595817269,209,19,-0.016076383920607555,0.0084763347399133809
93,216,density,all,-0.014416923778854297,0.009895010786093884,0.1623437970256348,304,19,-0.03381114491959831,0.004977297361889713
94,217,density,+-2,-6.502951640403137e-4,0.004247733271635683,0.8800286552872957,95,19,-0.00897585237644625,0.0076752620483656235
94,217,density,+-3,-3.9795627424335544e-4,0.005048261349458527,0.938037307933449,133,19,-0.01029254851918207,0.009496635970695359
94,217,density,+-4,-0.0012219895477342331,0.006058655836080971,0.8424184546262318,171,19,-0.013096954986452936,0.01065297589098447
94,217,density,+-5,-0.003767259735338892,0.006223800463644531,0.5525362622477661,209,19,-0.01596590864408217,0.008431389173404387
94,217,density,all,-0.014170061053824252,0.009770691966543416,0.1641880220104047,304,19,-0.033320617308249346,0.004980495200600843
95,218,density,+-2,6.86320373287249e-4,0.004386222578514861,0.8774027115129555,95,19,-0.007910675880601879,0.009283316627176377
95,218,density,+-3,-0.0011067205624557533,0.004806927416177295,0.8205058430657581,133,19,-0.01052829829816325,0.008314857173251745
95,218,density,+-4,-0.003512222206651457,0.005558970928662798,0.5354527324244767,171,19,-0.01440780522683054,0.007383360813527626
95,218,density,+-5,-0.004654264529380461,0.0060849573480911325,0.4542548161914536,209,19,-0.01658078093163908,0.007272251872878159
95,218,density,all,-0.014540343702446116,0.00930759687464577,0.13565032071665362,304,19,-0.03278323357675182,0.0037025461718595935
96,219,density,+-2,-0.001189421272724799,0.004195438331277857,0.7800259368334036,95,19,-0.009412480402029398,0.007033637856579801
96,219,density,+-3,-0.002274561612422167,0.005007217922494597,0.65507415233999855,133,19,-0.012088708740511576,0.007539585515667243
96,219,density,+-4,-0.004161618469809669,0.006001972092148467,0.4969246786116792,171,19,-0.015925483770420665,0.007602246830801327
96,219,density,+-5,-0.005519988679233793,0.006664692329603856,0.41837955535851856,209,19,-0.018582785645257352,0.0075428082867897645
96,219,density,all,-0.01579587078252536,0.009970845633297691,0.13055825928768444,304,19,-0.035338728223788834,0.0037469866587381134
97,220,density,+-2,-3.11826729395901e-4,0.004249285390314953,0.9423104070058408,95,19,-0.00864042609441321,0.008016772635621408
97,220,density,+-3,-0.00095196712023660405,0.005366555871873528,0.861183858163205,133,19,-0.011470416629108717,0.00956648238863551
97,220,density,+-4,-0.002439036307184197,0.006279751138743683,0.7022778249828106,171,19,-0.014747348539121815,0.009869275924753422
97,220,density,+-5,-0.004202726149353735,0.006879878399123725,0.5489211496666724,209,19,-0.017687287811636233,0.009281835512928766
97,220,density,all,-0.012297226870179858,0.008791816606920909,0.1788933344557735,304,19,-0.02952918741974484,0.004934733679385123
98,221,density,+-2,-8.103355100043301e-4,0.004025481214606919,0.8427201133171168,95,19,-0.008700278690633893,0.0070796076706252315
98,221,density,+-3,-8.477458222140134e-4,0.00521361201370806,0.8726430068659908,133,19,-0.01106642536908181,0.009370933724653785
98,221,density,+-4,-0.003447046770344405,0.005844106541461721,0.5626343375629101,171,19,-0.014901495591609379,0.008007402050920568
98,221,density,+-5,-0.0035427607360727755,0.0065663977141698525,0.5961337901049747,209,19,-0.016412900255845686,0.009327378783700137
98,221,density,all,-0.013662031839406496,0.00981641112283874,0.18095754060281335,304,19,-0.032902197640170425,0.005578133961357435
99,222,density,+-2,-0.001117064568152135,0.0037924577542758076,0.7717084447645106,95,19,-0.008550281766532717,0.006316152630228448
99,222,density,+-3,-0.0013003098006066675,0.005065562282262502,0.8003245163000497,133,19,-0.01122881187384117,0.008628192272627835
99,222,density,+-4,-0.0029928337748281832,0.005740415193532264,0.6084703302279224,171,19,-0.014244047554151418,0.008258380004495053
99,222,density,+-5,-0.004047780099732072,0.006232412836984507,0.5242350754498188,209,19,-0.01626330926022171,0.008167749060757562
99,222,density,all,-0.014264757166067513,0.009524924871320017,0.15156211774800665,304,19,-0.032933609913854744,0.004404095581719718
100,223,density,+-2,-0.0013418215841326524,0.004072340328156847,0.7455837813007967,95,19,-0.009323608627320071,0.0066399654590547676
100,223,density,+-3,-0.0019466863021007676,0.005256922067362302,0.7154737001255573,133,19,-0.01225025355413088,0.008356880949929344
100,223,density,+-4,-0.0038613967685808006,0.006201303262651333,0.5413071553491275,171,19,-0.016015951163377413,0.00829315762621581
100,223,density,+-5,-0.003415463773929335,0.006835291668083035,0.6233528253154944,209,19,-0.016812635443372085,0.009981707895513413
100,223,density,all,-0.015934898996166933,0.011799975187221635,0.19361743289085065,304,19,-0.039062850363121335,0.007193052370787472
1,124,fragmentation,+-2,-0.26829710736265244,0.033115515180787904,2.0456870850263473e-7,95,19,-0.33320351711699675,-0.20339069760830814
1,124,fragmentation,+-3,-0.3838085104837835,0.03826721320191815,8.532397091897934e-9,133,19,-0.4588122483595431,-0.3088047726080239
1,124,fragmentation,+-4,-0.4156280930131043,0.038990178077421986,3.3115698686450294e-9,171,19,-0.49204884204485144,-0.3392073439813572
1,124,fragmentation,+-5,-0.4156470525020442,0.039512553066449047,4.074564614189158e-9,209,19,-0.4930916565122843,-0.3382024484918041
1,124,fragmentation,all,-0.4160205970696696,0.04200621388813321,1.0361510279614292e-8,304,19,-0.4983527762904107,-0.3336884178489285
2,125,fragmentation,+-2,-0.1857880068658948,0.028123945353670264,3.33725284281116e-6,95,19,-0.24091093975908853,-0.13066507397270108
2,125,fragmentation,+-3,-0.25574816769592346,0.032980337125742526,3.808626184513343e-7,133,19,-0.32038962846237884,-0.1911067069294681
2,125,fragmentation,+-4,-0.27754530183557713,0.036342247011690636,4.7176037583821345e-7,171,19,-0.3487761059784908,-0.20631449769266347
2,125,fragmentation,+-5,-0.32067670427098677,0.03725633281730206,8.51305478829482e-8,209,19,-0.3936991165928988,-0.24765429194907473
2,125,fragmentation,all,-0.3721196346204132,0.03991935442553961,2.602499646762616e-8,304,19,-0.4503615692944708,-0.2938776999463556
3,126,fragmentation,+-2,-0.11731887312467144,0.02995496913192847,0.0010115145408875646,95,19,-0.17603061262325126,-0.05860713362609164
3,126,fragmentation,+-3,-0.25036369113008816,0.033329851893599265,5.938213448471963e-7,133,19,-0.3156902008415427,-0.18503718141863362
3,126,fragmentation,+-4,-0.32145054817481505,0.03450743994691224,2.629502786304708e-8,171,19,-0.38908513047076304,-0.25381596587886707
3,126,fragmentation,+-5,-0.35090351436913025,0.03607798200310983,1.3666573073878254e-8,209,19,-0.42161635909522555,-0.28019066964303496
3,126,fragmentation,all,-0.39292416745071124,0.03778285929795197,4.8709440150853985e-9,304,19,-0.4669785716746971,-0.3188697632267254
4,127,fragmentation,+-2,0.09923226778045903,0.04087159205062401,0.02589749631001827,95,19,0.019123947361235974,0.17934058819968207
4,127,fragmentation,+-3,-0.03305206889963934,0.04281078438930184,0.4501031187404445,133,19,-0.11696120630267094,0.050857068503392264
4,127,fragmentation,+-4,-0.1287541494675131,0.0426823782125065,0.007413362465425195,171,19,-0.21241161076402582,-0.04509668817100036
4,127,fragmentation,+-5,-0.17666922613527317,0.043140176502213655,6.793834049465182e-4,209,19,-0.2612239720796119,-0.0921144801909344
4,127,fragmentation,all,-0.26684382371248544,0.04517141812566306,1.3632051273910198e-5,304,19,-0.35537980323878504,-0.17830784418618584
5,128,fragmentation,+-2,-0.264004746682666,0.03481573987370205,5.208824272251105e-7,95,19,-0.332243596835122,-0.19576589653020998
5,128,fragmentation,+-3,-0.3503089208484021,0.035144281906632956,9.386122262562771e-9,133,19,-0.4191917133854027,-0.2814261283114015
5,128,fragmentation,+-4,-0.36091504510742284,0.037067125891292255,1.3442351571693162e-8,171,19,-0.43356661185435563,-0.28826347836049004
5,128,fragmentation,+-5,-0.3386747936560216,0.03693377886343338,3.33159143847584e-8,209,19,-0.411065000228351,-0.2662845870836922
5,128,fragmentation,all,-0.36236061096473193,0.04004712290083053,4.066274152954092e-8,304,19,-0.44085297185035976,-0.2838682500791041
6,129,fragmentation,+-2,-4.3320703152245735e-4,0.03516608923999589,0.9903067120541594,95,19,-0.0693587419419144,0.06849232787886948
6,129,fragmentation,+-3,-0.15016342796909818,0.0387415933195308,0.0011070068923741854,133,19,-0.22609695087537857,-0.0742299050628178
6,129,fragmentation,+-4,-0.21261257984231902,0.04031528773080856,5.153465506962526e-5,171,19,-0.29163054379470377,-0.13359461588993427
6,129,fragmentation,+-5,-0.259651009920603,0.039380117312977844,3.420984750590477e-6,209,19,-0.3368360398540396,-0.18246597998716646
6,129,fragmentation,all,-0.3246375772819994,0.04172901051382302,3.6394102551193615e-7,304,19,-0.4064264378890925,-0.24284871667490626
7,130,fragmentation,+-2,-0.16186212668299105,0.0368249222594429,3.4895753993328656e-4,95,19,-0.23403897431149912,-0.08968527905448297
7,130,fragmentation,+-3,-0.25442086399874764,0.03864106578212307,3.483858381283791e-6,133,19,-0.33015735293170884,-0.17868437506578644
7,130,fragmentation,+-4,-0.2966817049365786,0.040579145954610735,8.619607237079751e-7,171,19,-0.3762168310076156,-0.21714657886554156
7,130,fragmentation,+-5,-0.2456684627414872,0.04237306907497664,1.7098215945671207e-5,209,19,-0.32871967812844144,-0.16261724735453298
7,130,fragmentation,all,-0.3134606890689198,0.043275152032382386,9.788216809073903e-7,304,19,-0.39827998705238926,-0.22864139108545029
8,131,fragmentation,+-2,-0.10294000606723519,0.02669073969155357,0.0011555502021256367,95,19,-0.1552538558626802,-0.05062615627179019
8,131,fragmentation,+-3,-0.20872714848962606,0.032127582610077435,4.140661930758943e-6,133,19,-0.27169721040537786,-0.1457570865738743
8,131,fragmentation,+-4,-0.23812973822573197,0.033637581411022334,1.3353798176236698e-6,171,19,-0.30405939779133573,-0.1722000786601282
8,131,fragmentation,+-5,-0.27522110188006,0.03407824160261234,2.1408237061122664e-7,209,19,-0.34201445542118014,-0.20842774833893982
8,131,fragmentation,all,-0.303949179135055,0.03662538573272474,1.447927652776624e-7,304,19,-0.3757349351711955,-0.2321634230989145
9,132,fragmentation,+-2,0.11139806572240737,0.03624117130228208,0.006543548561035133,95,19,0.040365369969934506,0.18243076147488024
9,132,fragmentation,+-3,-0.09459142540882562,0.03710031263342769,0.020116053053550444,133,19,-0.1673080381703439,-0.021874812647307354
9,132,fragmentation,+-4,-0.13380703743131575,0.0392261294838429,0.003113506425483515,171,19,-0.21069025121964785,-0.056923823642983665
9,132,fragmentation,+-5,-0.17792660868873839,0.03804766348946466,1.8791885523136473e-4,209,19,-0.2525000291280891,-0.10335318824938766
9,132,fragmentation,all,-0.2693581033083248,0.04107921000017803,3.675627343672166e-6,304,19,-0.3498733549086738,-0.18884285170797588
10,133,fragmentation,+-2,0.13826098912812257,0.02878513953086436,1.423975109430742e-4,95,19,0.08184211564762842,0.19467986260861672
10,133,fragmentation,+-3,-0.040313846168151125,0.033951425158708734,0.25050460128587876,133,19,-0.10685863947922025,0.026230947142917994
10,133,fragmentation,+-4,-0.11230730410592073,0.037961181717695656,0.008410633869495615,171,19,-0.18671122027260423,-0.03790338793923724
10,133,fragmentation,+-5,-0.16418971831697102,0.04033476040740308,7.175494803906257e-4,209,19,-0.24324584871548105,-0.08513358791846098
10,133,fragmentation,all,-0.2527144056676875,0.04155380095779326,9.53924413629536e-6,304,19,-0.3341598555449623,-0.17126895579041268
11,134,fragmentation,+-2,-0.34064181540251687,0.03829375781428634,5.238928138679614e-8,95,19,-0.4156975807185181,-0.26558605008651565
11,134,fragmentation,+-3,-0.3826416434732663,0.0404348948069337,2.0734244268021756e-8,133,19,-0.46189403729485634,-0.30338924965167624
11,134,fragmentation,+-4,-0.40511208259906895,0.04037393294551821,8.476181279410992e-9,171,19,-0.48424499117228464,-0.32597917402585325
11,134,fragmentation,+-5,-0.41478124027366053,0.04175395606015401,9.889038617070231e-9,209,19,-0.4966189941515624,-0.33294348639575866
11,134,fragmentation,all,-0.4273484269681063,0.0438944923735426,1.3463159752507846e-8,304,19,-0.5133816320202498,-0.3413152219159628
12,135,fragmentation,+-2,-0.308722335896742,0.02984336073288042,5.287764432643781e-9,95,19,-0.3672153229331876,-0.25022934886029635
12,135,fragmentation,+-3,-0.3282715303992989,0.03396312323932707,1.503616226203382e-8,133,19,-0.39483925194838,-0.2617038088502178
12,135,fragmentation,+-4,-0.3876301314439918,0.035469884132266226,2.2399682494611497e-9,171,19,-0.4571511043432336,-0.31810915854474997
12,135,fragmentation,+-5,-0.36979974964546813,0.0379886450259386,1.3491242422723493e-8,209,19,-0.4442574938963078,-0.29534200539462846
12,135,fragmentation,all,-0.3908235864579822,0.03824951288891444,6.40456321955716e-9,304,19,-0.46579263172025454,-0.3158545411957099
13,136,fragmentation,+-2,0.03706428001845161,0.033149597745841294,0.27822888443665805,95,19,-0.02790893156339732,0.10203749160030054
13,136,fragmentation,+-3,-0.13387130542401532,0.031553095613948486,4.894964764527193e-4,133,19,-0.19571537282735435,-0.07202723802067629
13,136,fragmentation,+-4,-0.22066160023762874,0.03488532488206657,5.828451627025293e-6,171,19,-0.2890368370064792,-0.15228636346877827
13,136,fragmentation,+-5,-0.2321101036880063,0.035871106465883616,4.361167481849115e-6,209,19,-0.3024174723611382,-0.1618027350148744
13,136,fragmentation,all,-0.3176621167653711,0.03833125519214502,1.477435120662272e-7,304,19,-0.3927913769419753,-0.24253285658876686
14,137,fragmentation,+-2,-0.051611876608900306,0.027293825083417527,0.07483510412645397,95,19,-0.10510777377239866,0.0018840205545980482
14,137,fragmentation,+-3,-0.21176599695640108,0.030607521167634755,1.8157352235283436e-6,133,19,-0.2717567384449652,-0.15177525546783696
14,137,fragmentation,+-4,-0.24828555523613405,0.03496643079370592,1.2821032389416587e-6,171,19,-0.31681975959179765,-0.17975135088047045
14,137,fragmentation,+-5,-0.24474597512823787,0.035355082577786766,1.802658741824415e-6,209,19,-0.31404193698069993,-0.1754500132757758
14,137,fragmentation,all,-0.30974324902837147,0.03985257556925626,3.688709517125528e-7,304,19,-0.38785429714411374,-0.2316322009126292
15,138,fragmentation,+-2,-0.13322154680407045,0.025037875763835118,4.661286099406601e-5,95,19,-0.1822957833011873,-0.08414731030695362
15,138,fragmentation,+-3,-0.27037649213102666,0.03396271738334709,2.6272749490382697e-7,133,19,-0.33694341820238694,-0.20380956605966638
15,138,fragmentation,+-4,-0.29368707488385787,0.036010651809519956,1.8608339419107474e-7,171,19,-0.36426795243051696,-0.22310619733719877
15,138,fragmentation,+-5,-0.302669735426744,0.03842710937404325,3.056603489493013e-7,209,19,-0.3779868697998688,-0.22735260105361926
15,138,fragmentation,all,-0.3528187715286997,0.03921732180880252,4.42983019832495e-8,304,19,-0.42968472227395266,-0.2759528207834468
16,139,fragmentation,+-2,0.16282181378412466,0.03147371344368217,6.390597091339561e-5,95,19,0.10113333543450762,0.2245102921337417
16,139,fragmentation,+-3,-0.024422651509142374,0.036069603415479844,0.5069534029250755,133,19,-0.09511907420348287,0.046273771185198126
16,139,fragmentation,+-4,-0.10922068307360298,0.03581256805794726,0.006895659026593283,171,19,-0.17941331646717962,-0.03902804968002635
16,139,fragmentation,+-5,-0.16520944495733203,0.037230457852912444,3.179935256675394e-4,209,19,-0.23818114234904042,-0.09223774756562364
16,139,fragmentation,all,-0.26693962001492216,0.038028206817709576,1.4966101581058804e-6,304,19,-0.3414749053776329,-0.1924043346522114
17,140,fragmentation,+-2,-0.09053192230528638,0.026866523097972175,0.00341297669148042,95,19,-0.14319030757731183,-0.03787353703326092
17,140,fragmentation,+-3,-0.22308320527570003,0.028578184760435017,3.4697955937944036e-7,133,19,-0.27909644740615264,-0.16706996314524739
17,140,fragmentation,+-4,-0.2870340405290441,0.03158359592739051,3.8089435917350023e-8,171,19,-0.34893788854672947,-0.22513019251135868
17,140,fragmentation,+-5,-0.30243839598382904,0.034045827611357174,5.346772661070006e-8,209,19,-0.3691682181020891,-0.23570857386556898
17,140,fragmentation,all,-0.371496744509855,0.03821552237785649,1.3777619836134211e-8,304,19,-0.4463991683704537,-0.2965943206492563
18,141,fragmentation,+-2,-0.0010548552753582364,0.03430477515484589,0.9758076893336363,95,19,-0.06829221457885618,0.06618250402813972
18,141,fragmentation,+-3,-0.1846622469268125,0.0354122203423735,5.8478984812011824e-5,133,19,-0.2540701987978645,-0.11525429505576043
18,141,fragmentation,+-4,-0.2517821424465868,0.032008692373698605,3.114316624767954e-7,171,19,-0.3145191794990361,-0.18904510539413755
18,141,fragmentation,+-5,-0.27824223318580765,0.032683662793383,9.998055027880288e-8,209,19,-0.34230221226083835,-0.21418225411077696
18,141,fragmentation,all,-0.36847147791287926,0.035437184747872816,4.883043973941848e-9,304,19,-0.43792836001871,-0.29901459580704853
19,142,fragmentation,+-2,-0.0023945788158431895,0.03228644802857581,0.9416957678860367,95,19,-0.06567601695185178,0.060886859320165396
19,142,fragmentation,+-3,-0.14653589286761068,0.03790624515071545,0.0011326624951858695,133,19,-0.22083213336301297,-0.07223965237220839
19,142,fragmentation,+-4,-0.1890592002053428,0.04076771301902368,2.0468215265537267e-4,171,19,-0.26896391772262923,-0.10915448268805639
19,142,fragmentation,+-5,-0.24167482588200337,0.03976343190036226,9.613461777009437e-6,209,19,-0.3196111524067134,-0.16373849935729334
19,142,fragmentation,all,-0.3066278985951832,0.0397523076234705,4.103673173813057e-7,304,19,-0.3845424215371854,-0.228713375653181
20,143,fragmentation,+-2,-0.06890297682103624,0.033834725753730074,0.05668988836650198,95,19,-0.1352190392983472,-0.002586914343725294
20,143,fragmentation,+-3,-0.24847915941991758,0.03642599427256605,2.191108616329482e-6,133,19,-0.319874108194147,-0.17708421064568813
20,143,fragmentation,+-4,-0.27054374108536766,0.037005327589733475,8.623580933754773e-7,171,19,-0.34307418316124527,-0.19801329900949005
20,143,fragmentation,+-5,-0.32456724077407356,0.0377991115073436,8.818211661513778e-8,209,19,-0.398653499328467,-0.2504809822196801
20,143,fragmentation,all,-0.3265054216962395,0.03907441608142403,1.3110902888170432e-7,304,19,-0.40309127721583055,-0.2499195661766484
21,144,fragmentation,+-2,-0.2241261926032614,0.02943826191896027,4.92538987393172e-7,95,19,-0.2818251859644235,-0.16642719924209926
21,144,fragmentation,+-3,-0.34085375139113067,0.03457656339923879,1.1125654983681567e-8,133,19,-0.4086238156536387,-0.27308368712862263
21,144,fragmentation,+-4,-0.3808650702600903,0.03449147275930837,1.9020006893610483e-9,171,19,-0.4484683568683347,-0.3132617836518459
21,144,fragmentation,+-5,-0.3843277928107329,0.03815951794978512,8.001254995005548e-9,209,19,-0.4591204479923118,-0.3095351376291541
21,144,fragmentation,all,-0.4356608200686531,0.04052959181425843,2.9052286707820653e-9,304,19,-0.5150988200245996,-0.35622282011270656
22,145,fragmentation,+-2,-0.24237353983971535,0.029759622749461798,1.8978463200331522e-7,95,19,-0.3007024004286605,-0.18404467925077023
22,145,fragmentation,+-3,-0.3167629640127375,0.03092177803558238,6.15485838346822e-9,133,19,-0.377369648962479,-0.25615627906299604
22,145,fragmentation,+-4,-0.3687195103168965,0.03384107593577209,2.34861660860348e-9,171,19,-0.43504801915100977,-0.3023910014827832
22,145,fragmentation,+-5,-0.3808949696655123,0.03589757362798706,3.5602822466874596e-9,209,19,-0.4512542139763669,-0.3105357253546577
22,145,fragmentation,all,-0.3844375156927496,0.03913471364801635,1.1739479437007009e-8,304,19,-0.46114155444286165,-0.30773347694263753
23,146,fragmentation,+-2,0.06749334497357141,0.03486953527201541,0.0687849608783184,95,19,-8.50944159578787e-4,0.13583763410672162
23,146,fragmentation,+-3,-0.11616851213462064,0.03844471090201107,0.007330882830824337,133,19,-0.19152014550256233,-0.04081687876667894
23,146,fragmentation,+-4,-0.18003109266426406,0.03595608664654978,9.145140409723083e-5,171,19,-0.25050502249150164,-0.1095571628370265
23,146,fragmentation,+-5,-0.17773217429992727,0.03771526465912426,1.7364067310161264e-4,209,19,-0.2516540930318108,-0.10381025556804373
23,146,fragmentation,all,-0.22117356733696503,0.0396726958490552,2.7223222872397658e-5,304,19,-0.2989320512011132,-0.14341508347281684
24,147,fragmentation,+-2,0.042558366969491515,0.032848094459805584,0.211478746459294,95,19,-0.021823898171727432,0.10694063211071046
24,147,fragmentation,+-3,-0.10083137228154852,0.03307695752173917,0.006916736317771948,133,19,-0.1656622090241573,-0.036000535538939754
24,147,fragmentation,+-4,-0.1907190060668426,0.03636748780204442,5.489210760475835e-5,171,19,-0.26199928215884966,-0.11943872997483555
24,147,fragmentation,+-5,-0.21793307935775083,0.03852713426641432,2.294045425152435e-5,209,19,-0.2934462625199229,-0.14241989619557877
24,147,fragmentation,all,-0.31737131071868413,0.04035552476836643,3.1236929916933643e-7,304,19,-0.39646813926468233,-0.23827448217268593
25,148,fragmentation,+-2,-0.2016675141484495,0.03680104304396726,3.325651689282883e-5,95,19,-0.27379755851462534,-0.12953746978227365
